id,data,label
137,Je veux leur dire que cette expérience-là et cette légitimité doivent s'exprimer par le vote.Si vous n'êtes pas déjà inscrit sur les listes électorales. Inscrivez-vous jusqu'au 2 mars 👇https://t.co/8I2ck0nds5,
138,"Partout en France, des gens renoncent parfois au pouvoir de décision sur le choix de nos dirigeants.Chaque jour, ces personnes font l'expérience de leur citoyenneté, qui se vit peut-être plus intensément encore quand, collectivement, on fait l'expérience de la stigmatisation.",justice
139,"Malgré une fragilisation et une vulnérabilisation de la société, accentuées durant ce quinquennat, les collectivités et les habitants font sur place un travail essentiel et remarquable. Nous devons les accompagner.",emploi
140,"Ici à @montreuil, je veux dire avec force que nos quartiers souvent délaissés et considérés comme des territoires perdus doivent devenir de véritables laboratoires de la République. #AvecTaubira https://t.co/Uk0eV25deZ",
141,"Les jeunes doivent pouvoir vivre dignement ! Je propose une extension du #RSA aux jeunes sans ressources dès 18 ans. C'est une mesure vitale pour que la jeunesse française puisse être le moteur de notre société, demain.Retrouvez toutes mes propositions 👉https://t.co/fefHiAntnR https://t.co/0LJrIpBa9k",education
142,RASSEMBLEMENT DE CRÉTEILRetrouvons-nous toutes et tous ce samedi 12 février salle Georges Duhamel à Créteil !📍Rendez-vous à 15h au 7 avenue Georges Duhamel 94000 Créteil☀️ https://t.co/kiOYPMMkgp_#AvecTaubira https://t.co/ausi4CWvhB,delete
143,"Aujourd’hui je me rends en Seine-Saint-Denis, à la rencontre des habitants des quartiers populaires, grands oubliés de ce quinquennat. #avectaubira https://t.co/nxjoNTNGtK",
144,Plus de 263 000 personnes m'ont accordé leur confiance lors de la #PrimairePopulaire. Ce processus démocratique me donne un mandat pour rassembler. La bataille de l'union ne s'arrête pas. https://t.co/HuG318ppbH,
145,🔟 Une conditionnalité des aides publiques pour les entreprises qui ne rempliraient pas leurs engagements environnementaux.Suite de mes propositions : https://t.co/xZADsgPRDW,delete
146,9⃣ Bien-être animal• Sortie de l’élevage industriel• Interdiction de l’élevage en cage• L’abolition de la chasse à courre • Accélérer la fin des animaux sauvages dans les cirques,
147,8⃣ Effondrement de la biodiversité→ Le Parlement devra légiférer sur le crime d’écocide afin de l’intégrer dans le Code pénal.,ecologie
148,7⃣ International | Création d’une taxation européenne sur la spéculation et une banque européenne pour le climat. #Europe,international
149,"6⃣ Les émissions importées sont un énorme non dit. Relocalisons les industries textiles, automobiles et médicamenteuses.Objectif ? → Recréer de l’emploi non délocalisable. #MadeInFrance",
150,5⃣Augmentation des tarifs autoroutiers pour les véhicules les plus polluants→ Exemple : SUV non électrique,ecologie
151,4⃣Transports | Interdiction de vente des véhicules thermiques à l’horizon 2030.→ Cette mesure sera accompagnée du doublement du bonus écologique pour les familles les plus modestes.,ecologie
152,3⃣ TVA abaissée à 0 % sur les produits issus de l’agriculture biologique,
153,2⃣Créons la protection sociale alimentaire des Françaises et des Français les plus modestes avec un chèque de 150 euros par mois pour une alimentation saine.Objectif ?→ Une alimentation plus saine et de qualité pour toutes et tous.,securite
154,1️⃣Logements : prise en charge à hauteur de 80 % de la rénovation globale des « passoires thermiques »,pouvoir achat
155,"#Écologie | 10 engagements de mon programme pour lutter contre le réchauffement climatique et préserver la biodiversité, tout en favorisant la justice sociale.Déroulez ↓ ↓Toutes mes propositions : https://t.co/xZADsgPRDW#avectaubira ☀️ https://t.co/lUbw4VCurM",
156,"Oui je continue à parler aux autres candidats de gauche.Le rassemblement est une chose absolument sérieuse.4M de personnes ont basculé dans la précarité, qu’est-ce qu’on leur dit ?  Vous allez en baver pendant 5 ans de plus ? Ce n'est pas sérieux.",autre
157,Les paroles de haine qui circulent avec aisance dans le pays sont insupportables. Nous devons apporter un discours de rassemblement pas de division.,liberte
158,Retrouvez toute ma déclaration 👇https://t.co/xZADsgQptu,
159,"La #Biodiversité est l’autre grand défi de la transition. Le choc climatique aggrave la dégradation de la biodiversité. Mais en retour, l’effondrement de la biodiversité et la déforestation aggravent le réchauffement. https://t.co/s8oRaXbP1g",ecologie
160,"Les émissions baissent en France, seulement si l’on ne prend pas en compte nos émissions importées. C’est une façon de nous délester de nos propres responsabilités ! https://t.co/T1MP4G785Z",ecologie
161,"Qui sont les principaux pollueurs ? Sur la planète, la moitié des plus pauvres sont responsables de 10% des émissions de CO2 quand 50% des émissions mondiales sont la responsabilité des 10% les plus riches. https://t.co/rE1ueYBnqI",
162,"Cette #TransitionÉcologique n’est pas incompatible avec une politique de justice sociale et de lutte contre les inégalités, au contraire. https://t.co/QUVfhiWTG6",justice
163,"Aujourd’hui je veux poursuivre la présentation des grands axes de mon projet entamée lors de ma déclaration à Lyon mi-janvier, avec la transition écologique et solidaire. #AvecTaubira",ecologie
164,🔴 Suivez ma conférence de presse en direct 👇https://t.co/JXsYLLlfB5,
165,Je vous donne rendez-vous à 11h pour une conférence de presse. #AvecTaubira https://t.co/4yyMbUpK9F,autre
166,"Après les discours de haine entendus hier, et les actes violents commis ce matin à #Amboise , ne nous laissons pas voler cette campagne par l’extrême droite. Notre responsabilité c’est de tracer un destin commun.                      ChT https://t.co/oiGFavsjOZ",liberte
167,Notre pays est sorti d'une monarchie stratifiée pour entrer dans une démocratie où les citoyens sont égaux. Son histoire est tellement belle… Comment peut-on alors concevoir une parole comme celle de M. Zemmour ? Une parole de haine et d'exclusion. #JDD https://t.co/AMdDyk6KA4,
168,"La laïcité n'écrase pas, elle émancipe. Voilà ce que je dis aux personnes qui pensent que la laïcité est leur ennemie, mais aussi à ceux qui croient qu'elle est leur instrument. #JDD https://t.co/M08ETD7jXp",autre
169,"Nous devons décarboner massivement notre économie. Je ne suis pas favorable à la relance du nucléaire. Mais parce que je ne serai pas une présidente monarchique et que cet enjeu est un choix de société profond, je propose un référendum, un véritable débat dans tout le pays. #JDD https://t.co/oU4VjI6ZAf",ecologie
170,"Quand l'Assemblée nationale l'agace, le président la contraint ou la dissout, ce n'est plus possible. Je m'engage pour le #RIC. Nous permettrons que des amendements citoyens puissent être proposés, débattus, adoptés au Parlement, et nous stabiliserons les conventions citoyennes. https://t.co/Zl6xAsTq1A",
171,"Je veux mettre la France sur le chemin d'une nouvelle République, et en finir avec la monarchie présidentielle. Il faut une vraie séparation des pouvoirs, redonner au Parlement la maîtrise de son agenda et de son ordre du jour. #JDD",justice
172,"Mon projet, je le décline depuis décembre lors de mes déplacements thématiques sur le terrain, en ligne sur : https://t.co/ToWkL1SaAb et je le présenterai avant le 20 février. #JDD",delete
173,"On ne peut pas dire aux gens fragilisés par ce quinquennat, c'est foutu ce coup-ci, vous allez encore en baver pendant cinq ans, et peut-être qu'en 2027, on sera bons. #JDD",
174,"Nous gouvernerons ensemble, nos projets sont très proches. Je ne fais pas de la politique pour me battre contre la gauche. Nous devrions nous inspirer de grandes démocraties qui savent réunir les gauches, l'écologie, les mouvements citoyens. #JDD https://t.co/LlbtGMqlVa",justice
175,#Héritage : on doit taxer les supers riches qui bénéficient des niches fiscales pour ne payer que 10% de frais de succession plutôt que les 45% demandés !https://t.co/iESmUIhZZc,pouvoir achat
176,La jeunesse sait que je m’intéresse à elle depuis très longtemps.Je dois créer les conditions pour que la jeunesse puisse se construire le meilleur avenir possible. Elle est notre chance pour demain.Mes propositions pour la jeunesse → https://t.co/9NgaoPCQVU https://t.co/f0znZqM9Py,
177,"Concernant la question du ""sens de la #prison"", je m'appuierai sur la conférence de consensus (processus démocratique pur) que j'ai mise en place lors de l'exercice de mes fonctions de garde des Sceaux et sur mes propositions pour la promesse républicaine. https://t.co/NE6Yd5aWVz",justice
178,#SansAbri |  il y a un programme “le logement d’abord”. Je propose de maintenir ce programme mais avec la mise en place d’un vrai accompagnement pour arriver progressivement à une situation d’autonomie.Mes propositions :→ https://t.co/r2zgvCONxR→ https://t.co/WP2lrNh5Jm,delete
179,"Je note que les sujets sociaux, de pouvoir d’achat et de justice sociale, reviennent en force. J’ai commencé ma campagne sur ces sujets majeurs sur lesquels j’ai des propositions de réformes tout à fait précises → https://t.co/9NgaoPCQVU",
180,"#Parrainages | Je n'ai pas d'inquiétude.Je rencontre les élus, j’ai une équipe qui se mobilise et qui avance. La question pour moi c’est : quel est l’objectif ?→ Se battre pour gagner ! Se battre pour éviter une chose : 5 ans de plus.",autre
181,"[Thread⬇️] Interview #MaFrance @francebleu Ma campagne est singulière, composée de forces très différentes. Il y a la jeunesse, des citoyens, des élus, mais aussi des personnalités totalement bénévoles au plus haut niveau stratégique. C’est une candidature nouvelle. https://t.co/pGhcKW5sIO",education
182,Suivez en direct mon interview à @francebleu pour l'émission #MaFrance entre 13h et 14h → https://t.co/cxQ2PRjKhy #Presidentielle2022 #AvecTaubira https://t.co/s7qDDdtOLA,
183,Les 1% les plus riches d’une génération ne payent en moyenne que 10% d’impôt sur les successions. Je veux supprimer les niches fiscales sur l’héritage pour faire contribuer les plus riches à la solidarité nationale.Voici comment → https://t.co/iESmUIhZZc https://t.co/APgC5l62Nl,aide sociale
184,"Ici, sur l’Île d’Oléron, la montée des eaux, le danger de la submersion, ce n’est pas un mythe mais bel et bien un défi auquel les élus et la population doivent répondre.La stèle de la Libération d'Oléron en est malheureusement un parfait exemple. https://t.co/L2q5b6JiZT",ecologie
185,"Ce soutien à l’agriculture et à la conversion vers le #Bio passe également par un accompagnement réel de la population. Ne pas opposer pouvoir d'achat et alimentation saine, c'est indispensable. https://t.co/00hw3eaPmM",
186,Ce soutien doit être renforcé et l’État doit être au rendez-vous. Il y a urgence ! https://t.co/9Jl2t5lVrP,autre
187,"Auprès de Benoit aujourd’hui, je veux dire combien nous devons soutenir l’agriculture #Biologique et la conversion vers ce mode de production, ce changement de paradigme qui nous permet de mieux manger, de mieux vivre. #AvecTaubira https://t.co/jmgmoKi1aM",liberte
188,"Nous devons soutenir cette recherche d’excellence, trop souvent délaissé par les Gouvernements successifs. https://t.co/hm0HwGaGem",
189,Chercheurs et élus travaillent sur l’impact concret de la pollution et du #RéchauffementClimatique sur la mer et développent des solutions pour répondre à ces nouveaux enjeux. https://t.co/RlgFqQL7HL,ecologie
190,Rencontre avec l’association CAPENA de l’Ile d’Oléron pour aborder ensemble les conséquences du #RéchauffementClimatique sur la production ostréicole. La réalité du bouleversement climatique est déjà là. Il est urgent d’agir en accélérant la décarbonation de notre économie. https://t.co/v4wNprdULQ,
191,4️⃣Soutenir 80% du coût de la rénovation énergétique des logements + prêts à taux zéro pour la rénovation globale des passoires thermiques louées aux classes populaires.,
192,3️⃣L'augmentation des #APL (Aide personnalisée au logement) pour qu'elles couvrent le loyer + les charges des locataires les plus précaires.,autre
193,2️⃣Un encadrement généralisé des loyers afin de stopper l'indécence des profits et sécuriser l’accès de tous au logement.,securite
194,"1️⃣La garantie universelle des loyers, qui permettra à l'État de protéger les plus modestes, sera financée par une taxe sur les ventes d'appartements au-dessus de 15 000 euros du mètre carré.",
195,Mes propositions pour lutter contre le fléau du #MalLogement en France. • Encadrement des loyers• Garantie universelle des loyers• Augmentation des APL• Rénovation thermique des logements👉 https://t.co/WP2lrNh5JmDéroulez ⬇️,autre
196,La Fondation @Abbe_Pierre nous alerte. Je serai à 14h30 auprès de celles et ceux qui portent la voix des Françaises et des Français à bout de souffle. https://t.co/1FZbTlCsAL,delete
