,id,data,label,data_clean
165,166,"Après les discours de haine entendus hier, et les actes violents commis ce matin à #Amboise , ne nous laissons pas voler cette campagne par l’extrême droite. Notre responsabilité c’est de tracer un destin commun.                      ChT https://t.co/oiGFavsjOZ",democratie,discours haine entendu hier acte violent commis matin amboise voler campagne extreme droite responsabilite tracer destin commun
166,167,Notre pays est sorti d'une monarchie stratifiée pour entrer dans une démocratie où les citoyens sont égaux. Son histoire est tellement belle… Comment peut-on alors concevoir une parole comme celle de M. Zemmour ? Une parole de haine et d'exclusion. #JDD https://t.co/AMdDyk6KA4,culture,pays sortir monarchie stratifie entrer democratie citoyen egal histoire beau pouvoir concevoir parole zemmour parole haine exclusion jdd
168,169,"Nous devons décarboner massivement notre économie. Je ne suis pas favorable à la relance du nucléaire. Mais parce que je ne serai pas une présidente monarchique et que cet enjeu est un choix de société profond, je propose un référendum, un véritable débat dans tout le pays. #JDD https://t.co/oU4VjI6ZAf",ecologie,devon decarboner massivement economie favorable relancer nucleaire president monarchique enjeu choix societe profond proposer referendum veritable debattre pays jdd
169,170,"Quand l'Assemblée nationale l'agace, le président la contraint ou la dissout, ce n'est plus possible. Je m'engage pour le #RIC. Nous permettrons que des amendements citoyens puissent être proposés, débattus, adoptés au Parlement, et nous stabiliserons les conventions citoyennes. https://t.co/Zl6xAsTq1A",democratie,assemblee nationale agacer president contraint dissoudre engager ric permettre amendement citoyen pouvoir propose debattre adopte parlement stabiliserons convention citoyen
170,171,"Je veux mettre la France sur le chemin d'une nouvelle République, et en finir avec la monarchie présidentielle. Il faut une vraie séparation des pouvoirs, redonner au Parlement la maîtrise de son agenda et de son ordre du jour. #JDD",democratie,vouloir mettre france chemin nouvelle republique finir monarchie presidentiel falloir separation pouvoir redonner parlement maitriser agenda ordre jour jdd
173,174,"Nous gouvernerons ensemble, nos projets sont très proches. Je ne fais pas de la politique pour me battre contre la gauche. Nous devrions nous inspirer de grandes démocraties qui savent réunir les gauches, l'écologie, les mouvements citoyens. #JDD https://t.co/LlbtGMqlVa",democratie,gouverner ensemble projet faire politique battre contrer gauche devoir inspirer grand democratie savoir reunir gauche ecologie mouvement citoyen jdd
174,175,#Héritage : on doit taxer les supers riches qui bénéficient des niches fiscales pour ne payer que 10% de frais de succession plutôt que les 45% demandés !https://t.co/iESmUIhZZc,pouvoir_achat,heritage taxer super riche beneficier niche fiscal payer frais succession demander
175,176,La jeunesse sait que je m’intéresse à elle depuis très longtemps.Je dois créer les conditions pour que la jeunesse puisse se construire le meilleur avenir possible. Elle est notre chance pour demain.Mes propositions pour la jeunesse → https://t.co/9NgaoPCQVU https://t.co/f0znZqM9Py,education,jeunesse savoir interesser devoir creer condition jeunesse pouvoir construire meilleur avenir chance demain proposition jeunesse
176,177,"Concernant la question du ""sens de la #prison"", je m'appuierai sur la conférence de consensus (processus démocratique pur) que j'ai mise en place lors de l'exercice de mes fonctions de garde des Sceaux et sur mes propositions pour la promesse républicaine. https://t.co/NE6Yd5aWVz",democratie,concerner question sens prison appuyer conference consensus processus democratique pur miser placer exercice fonction garder sceau proposition promesse republicain
180,181,"[Thread⬇️] Interview #MaFrance @francebleu Ma campagne est singulière, composée de forces très différentes. Il y a la jeunesse, des citoyens, des élus, mais aussi des personnalités totalement bénévoles au plus haut niveau stratégique. C’est une candidature nouvelle. https://t.co/pGhcKW5sIO",education,thread interview mafrance francebleu campagne singulier compose forcer jeunesse citoyen elu personnalite totalement benevole haut niveau strategique candidature nouvelle
182,183,Les 1% les plus riches d’une génération ne payent en moyenne que 10% d’impôt sur les successions. Je veux supprimer les niches fiscales sur l’héritage pour faire contribuer les plus riches à la solidarité nationale.Voici comment → https://t.co/iESmUIhZZc https://t.co/APgC5l62Nl,aide_sociale,riche generation payer moyenner impot succession vouloir supprimer niche fiscal heritage faire contribuer riche solidarite nationale
183,184,"Ici, sur l’Île d’Oléron, la montée des eaux, le danger de la submersion, ce n’est pas un mythe mais bel et bien un défi auquel les élus et la population doivent répondre.La stèle de la Libération d'Oléron en est malheureusement un parfait exemple. https://t.co/L2q5b6JiZT",ecologie,ici ile oleron montee eau danger submersion mythe bel bien defi elu population devoir repondre stele liberation oleron malheureusement parfait exemple
184,185,"Ce soutien à l’agriculture et à la conversion vers le #Bio passe également par un accompagnement réel de la population. Ne pas opposer pouvoir d'achat et alimentation saine, c'est indispensable. https://t.co/00hw3eaPmM",pouvoir_achat,soutien agriculture conversion bio passer accompagnement reel population opposer pouvoir achat alimentation sain indispensable
186,187,"Auprès de Benoit aujourd’hui, je veux dire combien nous devons soutenir l’agriculture #Biologique et la conversion vers ce mode de production, ce changement de paradigme qui nous permet de mieux manger, de mieux vivre. #AvecTaubira https://t.co/jmgmoKi1aM",democratie,benoit vouloir devon soutenir agriculture biologique conversion mode production changement paradigme permettre mieux manger mieux vivre
188,189,Chercheurs et élus travaillent sur l’impact concret de la pollution et du #RéchauffementClimatique sur la mer et développent des solutions pour répondre à ces nouveaux enjeux. https://t.co/RlgFqQL7HL,ecologie,chercheur elu travailler impact concret pollution rechauffementclimatique mer developper solution repondre enjeu
189,190,Rencontre avec l’association CAPENA de l’Ile d’Oléron pour aborder ensemble les conséquences du #RéchauffementClimatique sur la production ostréicole. La réalité du bouleversement climatique est déjà là. Il est urgent d’agir en accélérant la décarbonation de notre économie. https://t.co/v4wNprdULQ,ecologie,rencontrer association capena ile oleron aborder ensemble consequence rechauffementclimatique production ostreicole realite bouleversement climatique urgent agir accelerer decarbonation economie
190,191,4️⃣Soutenir 80% du coût de la rénovation énergétique des logements + prêts à taux zéro pour la rénovation globale des passoires thermiques louées aux classes populaires.,ecologie,soutenir cout renovation energetique logement pret taux zero renovation global passoire thermique louee classer populaire
192,193,2️⃣Un encadrement généralisé des loyers afin de stopper l'indécence des profits et sécuriser l’accès de tous au logement.,securite,encadrement generalise loyer stopper indecence profit securiser acces logement
197,198,"À chaque vie fauchée, un nouvel échec pour la République. La protection des femmes contre les violences sexistes et sexuelles est indispensable. J'appelle au sursaut, immédiat. Nous devons allouer un milliard d’euros à la lutte contre les VSS.https://t.co/NE6Yd5buL7 https://t.co/oQhdeVFOaV",aide_sociale,vie fauche nouvel echec republique protection femme contrer violence sexiste sexuel indispensable appeler sursaut immediat devon allouer milliard euro lutter contrer vss
198,199,"J’adresse mon soutien aux oubliés du Ségur, travailleurs du médico-social, en grève aujourd’hui. Je veux vous dire toute la reconnaissance que la société vous doit. Je propose qu’aucun salarié ne soit payé sous le SMIC et qu'il soit revalorisé à 1400€ 👇https://t.co/njKAM1ynyN https://t.co/iG7R6s7EtZ",emploi,adresser soutien oublie segur travailleur medico social greve vouloir reconnaissance societe proposer aucun salarie paye smic revaloriser
200,201,Je souhaite que la France s’engage dans un vrai plan de réindustrialisation. https://t.co/cIbAD4NkFY,emploi,souhaiter france engager vrai plan reindustrialisation
203,204,"La cité internationale de la chaussure est un symbole du renouveau possible de notre industrie. Ici, j’ai pu rencontrer des acteurs engagés, des entrepreneurs novateurs, des salariés impliqués dans un projet qui fait revivre la chaussure à Romans.",emploi,cite international chaussure symbole renouveau industrie ici pouvoir rencontrer acteur engage entrepreneur novateur salarie impliquer projet revivre chaussure roman
204,205,"Ici, à #RomansSurIsère, il y a une grande histoire industrielle, ce territoire a subi de plein fouet la désindustrialisation et l’abandon de la puissance publique sur les enjeux industriels. #AvecTaubira https://t.co/yRjpsfZKJB",culture,ici romanssurisere grand histoire industriel territoire subir plein fouet desindustrialisation abandon puissance public enjeu industriel
206,207,"Confirmant ses précédents renoncements, le Gouvernement persiste à nier les dangers des #néonicotinoïdes et renouvelle  l’autorisation de leur utilisation.Stop au saccage de notre #biodiversité.  #avectaubira",ecologie,confirmer precedent renoncement gouvernement persister nier danger neonicotinoides renouveler autorisation utilisation saccager biodiversite
207,208,"À Romans-sur-Isère pour visiter la Cité Internationale de la Chaussure, symbole du renouveau possible de notre industrie. La relocalisation de notre production est essentielle ! J'irai ensuite rencontrer les travailleurs en réinsertion dans ""Le Resto"" de Valence. #AvecTaubira https://t.co/7yEvweINSQ",culture,roman isere visiter cite international chaussure symbole renouveau industrie relocalisation production essentiel aller ensuite rencontrer travailleur reinsertion resto valence
216,217,Vous avez montré que vous étiez capables et disposés à troubler les choses. Comme nous avons su le faire déjà dans notre démocratie.,democratie,montrer capable dispose troubler choses su faire democratie
